writeWord	candidatWord	phoneticwriteWord	phoneticCanditatWord	levenshteinDistancePhonetic	firstLetterIdentical	wordLength	fauteOrtographe
adeluric	adenuric	ADELURIK	ADENURIK	1	1	8	1
ramiplex	raniplex	RAMIPL	RANIPL	1	1	8	1
innovaire nexthaler	innovair nexthaler	INOVAIRENEXTAL	INOVAIRNEXTAL	1	1	19	1
spiruva	spiriva	SPIRUVA	SPIRIVA	1	1	7	1
larmaback	larmabak	LARMABAK	LARMABAK	0	1	9	1
modapar	modopar	MODAPAR	MODOPAR	1	1	7	1
hemidaonil	hemi daonil	EMIDAONIL	EMIDAONIL	0	1	10	1
elliquis	eliquis	ELIKI	ELIKI	0	1	8	1
avlane	havlane	AVLAN	AVLAN	0	0	6	1
ipatropium	ipratropium	IPATROPIUM	IPRATROPIUM	1	1	10	1
perindoril	perindopril	PERINDORIL	PERINDOPRIL	1	1	10	1
risperdone	risperidone	RISPERDON	RISPERIDON	1	1	10	1
ultravlevure	ultra levure	ULTRAVLEVUR	ULTRALEVUR	1	1	12	1
pravstatine	pravastatine	PRAVSTATIN	PRAVASTATIN	1	1	11	1
dafalagan	dafalgan	DAFALAGAN	DAFALGAN	1	1	9	1
atorvastatin	atorvastatine	ATORVASTATIN	ATORVASTATIN	0	1	12	1
fenolibrate	fenofibrate	FENOLIBRAT	FENOFIBRAT	1	1	11	1
ceresta	seresta	SERESTA	SERESTA	0	0	7	1
doloprane	doliprane	DOLOPRAN	DOLIPRAN	1	1	9	1
rampipril	ramipril	RANPIPRIL	RAMIPRIL	2	1	9	1
eupantool	eupantol	EPANTOUL	EPANTOL	1	1	9	1
gavisco n	gaviscon	GAVISKON	GAVISKON	0	1	9	1
advil gel	advilgel	ADVILJEL	ADVILJEL	0	1	9	1
daffalgan	dafalgan	DAFALGAN	DAFALGAN	0	1	9	1
cardensile	cardensiel	KARDANSIL	KARDANSIEL	1	1	10	1
silodisine	silodosine	SILODISIN	SILODOSIN	1	1	10	1
discotrime	discotrine	DISKOTRIM	DISKOTRIN	1	1	10	1
lorcan	lercan	LORKAN	LERKAN	1	1	6	1
kardegfic	kardegic	KARDEGFIK	KARDEJIK	2	1	9	1
ispra	inspra	ISPRA	INSPRA	1	1	5	1
diifu k	diffu k	DIFUK	DIFUK	0	1	7	1
lecanidipine	lercanidipine	LEKANIDIPIN	LERKANIDIPIN	1	1	12	1
femera	femara	FEMERA	FEMARA	1	1	6	1
xatrl	xatral	XATRL	XATRAL	1	1	5	1
renagal	renagel	RENAGAL	RENAJEL	2	1	7	1
hexacyl	exacyl	EXASIL	EXASIL	0	0	7	1
durant	edurant	DURAN	EDURAN	1	0	6	0
decapeptil	decapeptyl	DEKAPEPTI	DEKAPEPTI	0	1	10	1
muvicol	movicol	MUVIKOL	MOVIKOL	1	1	7	1
bi preterax	bipreterax	BIPRETERA	BIPRETERA	0	1	11	1
esoneprazole	esomeprazole	ESONEPRAZOL	ESOMEPRAZOL	1	1	12	1
cystine b 6	cystine b6	SISTINEB	SISTINEB	0	1	11	1
lazilix	lasilix	LAZILI	LASILI	1	1	7	1
umulin	umuline	UMULIN	UMULIN	0	1	6	1
duphala	duphalac	DUFALA	DUFALAK	1	1	7	1
fozaar	cozaar	FOZAR	KOZAR	1	0	6	0
atrovance	adrovance	ATROVANS	ADROVANS	1	1	9	1
axiler	axeler	AXIL	AXEL	1	1	6	1
clopilogrel	clopidogrel	KLOPILOGREL	KLOPIDOGREL	1	1	11	1
cardensier	cardensiel	KARDANSI	KARDANSIEL	2	1	10	1
trimebuctine	trimebutine	TRIMEBUKTIN	TRIMEBUTIN	1	1	12	1
rasiles	rasilez	RASIL	RASIL	0	1	7	1
sortie	ortie	SORTI	ORTI	1	0	6	0
ropinirol	ropinirole	ROPINIROL	ROPINIROL	0	1	9	1
humuline	umuline	UMULIN	UMULIN	0	0	8	1
fyurosemide	furosemide	FIUROSEMID	FUROSEMID	1	1	11	1
unalfa	un alfa	UNALFA	UNALFA	0	1	6	1
gluclazide	gliclazide	GLUKLAZID	GLIKLAZID	1	1	10	1
perindopril arginine indapamide	perindopril arginine indapamide	PERINDOPRILARJINININDAPAMID	PERINDOPRILARJINININDAPAMID	0	1	31	1
neurotin	neurontin	NEROTIN	NERONTIN	1	1	8	1
bataserc	betaserc	BATASERK	BETASERK	1	1	8	1
januva	januvia	JANUVA	JANUVIA	1	1	6	1
nicardis	micardis	NIKARDI	MIKARDI	1	0	8	1
zopicone	zopiclone	ZOPIKON	ZOPIKLON	1	1	8	1
tardgferon	tardyferon	TARDGFERON	TARDIFERON	1	1	10	1
norvonorm	novonorm	NORVONORM	NOVONORM	1	1	9	1
aldactne	aldactone	ALDAKTN	ALDAKTON	1	1	8	1
detentiel	detensiel	DETANSIEL	DETANSIEL	0	1	9	1
arvedilol	carvedilol	ARVEDILOL	KARVEDILOL	1	0	9	1
aldacton	aldactone	ALDAKTON	ALDAKTON	0	1	8	1
alpazolam	alprazolam	ALPAZOLAM	ALPRAZOLAM	1	1	9	1
macrogrol	macrogol	MAKROGROL	MAKROGOL	1	1	9	1
beotide	becotide	BEOTID	BEKOTID	1	1	7	1
pantoprzole	pantoprazole	PANTOPRZOL	PANTOPRAZOL	1	1	11	1
colecalcoferol	colecalciferol	KOLEKALKOFEROL	KOLEKALSIFEROL	2	1	14	1
specialfoldine	speciafoldine	SPESIALFOLDIN	SPESIAFOLDIN	1	1	14	1
glimepriride	glimepiride	GLIMEPRIRID	GLIMEPIRID	1	1	12	1
crestror	crestor	KRESTROR	KRESTOR	1	1	8	1
racecaditril	racecadotril	RASEKADITRIL	RASEKADOTRIL	1	1	12	1
acide acetylsalicyclique	acide acetylsalicylique	ASIDEASETILSALISIKLIK	ASIDEASETILSALISILIK	1	1	24	1
cacit vitamine d	cacit vitamine d3	KASITVITAMIN	KASITVITAMIN	0	1	16	1
janulet	janumet	JANUL	JANUM	1	1	7	1
anastozole	anastrozole	ANASTOZOL	ANASTROZOL	1	1	10	1
cifox	ciflox	SIFO	SIFLO	1	1	5	1
d ornithine	l ornithine	DORNITIN	LORNITIN	1	0	11	0
aspiribne	aspirine	ASPIRIBN	ASPIRIN	1	1	9	1
doiprane	doliprane	DOIPRAN	DOLIPRAN	1	1	8	1
perindoril arginine	perindopril arginine	PERINDORILARJININ	PERINDOPRILARJININ	1	1	19	1
montelucast	montelukast	MONTELUKAS	MONTELUKAS	0	1	11	1
inovair	innovair	INOVAIR	INOVAIR	0	1	7	1
tirofan	tiorfan	TIROFAN	TIORFAN	2	1	7	1
ibefetum	ibufetum	IBEFETUM	IBUFETUM	1	1	8	1
ibufetyum	ibufetum	IBUFETIUM	IBUFETUM	1	1	9	1
isalgi	izalgi	ISALJI	IZALJI	1	1	6	1
azitrhomycine	azithromycine	AZITROMISIN	AZITROMISIN	0	1	13	1
nerontin	neurontin	NERONTIN	NERONTIN	0	1	8	1
bipreteax	bipreterax	BIPRETEA	BIPRETERA	1	1	9	1
eupressil	eupressyl	EPRESIL	EPRESIL	0	1	9	1
ricmenidine	rilmenidine	RIKMENIDIN	RILMENIDIN	1	1	11	1
prestol	prestole	PRESTOL	PRESTOL	0	1	7	0
lipanthil	lipanthyl	LIPANTI	LIPANTI	0	1	9	1
lexomyl	lexomil	LEXOMIL	LEXOMIL	0	1	7	1
candersartan	candesartan	KANDERSARTAN	KANDESARTAN	1	1	12	1
kardgic	kardegic	KARDJIK	KARDEJIK	1	1	7	1
pradaxxa	pradaxa	PRADAXA	PRADAXA	0	1	8	1
belursan	delursan	BELURSAN	DELURSAN	1	0	8	1
esomemprazole	esomeprazole	ESOMANPRAZOL	ESOMEPRAZOL	2	1	13	1
sevkar	sevikar	SEVKAR	SEVIKAR	1	1	6	1
ramipiril	ramipril	RAMIPIRIL	RAMIPRIL	1	1	9	1
bisoprolo	bisoprolol	BISOPROLO	BISOPROLOL	1	1	9	1
grippal	agrippal	GRIPAL	AGRIPAL	1	0	7	0
amprazolam	alprazolam	ANPRAZOLAM	ALPRAZOLAM	1	1	10	1
dramicron	diamicron	DRAMIKRON	DIAMIKRON	1	1	9	1
gabapoentine	gabapentine	GABAPOANTIN	GABAPANTIN	1	1	12	1
entorcort	entocort	ANTORKOR	ANTOKOR	1	1	9	1
xyzal	xyzall	XIZAL	XIZAL	0	1	5	1
zymod	zymad	ZIMO	ZIMA	1	1	5	1
seropplex	seroplex	SEROPL	SEROPL	0	1	9	1
cadesartan	candesartan	KADESARTAN	KANDESARTAN	1	1	10	1
aacand	atacand	AKAN	ATAKAN	2	1	6	1
diffuk	diffu k	DIFUK	DIFUK	0	1	6	1
carbsymag	carbosymag	KARBSIMAG	KARBOSIMAG	1	1	9	1
coumafine	coumadine	KOUMAFIN	KOUMADIN	1	1	9	1
total	aotal	TOTAL	AOTAL	1	0	5	0
alprazomam	alprazolam	ALPRAZOMAM	ALPRAZOLAM	1	1	10	1
prazoline	prazosine	PRAZOLIN	PRAZOSIN	1	1	9	1
lonazepam	clonazepam	LONAZEPAM	KLONAZEPAM	1	0	9	1
alprazolal	alprazolam	ALPRAZOLAL	ALPRAZOLAM	1	1	10	1
dphalac	duphalac	DFALAK	DUFALAK	1	1	7	1
levithyrox	levothyrox	LEVITIRO	LEVOTIRO	1	1	10	1
semopram	seropram	SEMOPRAM	SEROPRAM	1	1	8	1
temeric	temerit	TEMERIK	TEMERI	1	1	7	1
hemi daonyl	hemi daonil	EMIDAONIL	EMIDAONIL	0	1	11	1
levothyroxyne	levothyroxine	LEVOTIROXIN	LEVOTIROXIN	0	1	13	1
lysamxia	lysanxia	LISAMXIA	LISANXIA	1	1	8	1
valsartan hydrochlorotiazide	valsartan hydrochlorothiazide	VALSARTANIDROKLOROTIAZID	VALSARTANIDROKLOROTIAZID	0	1	28	1
permixan	permixon	PERMISAN	PERMIXON	2	1	8	1
diffus k	diffu k	DIFUSK	DIFUK	1	1	8	1
diabete	diabene	DIABET	DIABAN	2	1	7	0
parac	para	PARAK	PARA	1	1	5	0
neomercazole	neo mercazole	NEOMERKAZOL	NEOMERKAZOL	0	1	12	1
risperdal oro	risperdaloro	RISPERDALORO	RISPERDALORO	0	1	13	1
natrixan	natrixam	NATRISAN	NATRISAM	1	1	8	1
tamsuloline	tamsulosine	TAMSULOLIN	TAMSULOSIN	1	1	11	1
discortine	discotrine	DISKORTIN	DISKOTRIN	2	1	10	1
alfluzosine	alfuzosine	ALFLUZOSIN	ALFUZOSIN	1	1	11	1
fentanhyl	fentanyl	FANTANIL	FANTANIL	0	1	9	1
ramirpil	ramipril	RAMIRPIL	RAMIPRIL	2	1	8	1
parie	pariet	PARI	PARI	0	1	5	0
raison	raisin	RAISON	RAISIN	1	1	6	0
lasilix sepcial	lasilix special	LASILIXSEPSIAL	LASILIXSPESIAL	2	1	15	1
esiprex	esidrex	ESIPR	ESIDR	1	1	7	0
ondensetron	ondansetron	ONDANSETRON	ONDANSETRON	0	1	11	1
spasfond lyoc	spasfon lyoc	SPASFONDLIOK	SPASFONLIOK	1	1	13	1
eucras	eucreas	EKRA	EKREA	1	1	6	1
zolpridem	zolpidem	ZOLPRIDEM	ZOLPIDEM	1	1	9	1
tomadex	tomudex	TOMAD	TOMUD	1	1	7	0
celuprolol	celiprolol	SELUPROLOL	SELIPROLOL	1	1	10	1
debrida	debridat	DEBRIDA	DEBRIDA	0	1	7	1
alprazolma	alprazolam	ALPRAZOLMA	ALPRAZOLAM	2	1	10	1
tadyferon	tardyferon	TADIFERON	TARDIFERON	1	1	9	1
ebivolol	nebivolol	EBIVOLOL	NEBIVOLOL	1	0	8	1
serestya	seresta	SERESTIA	SERESTA	1	1	8	1
apnovel	aprovel	APNOVEL	APROVEL	1	1	7	1
risperadal	risperdal	RISPERADAL	RISPERDAL	1	1	10	1
piperacilline tazobactam	piperacilline tazobactam	PIPERASILINETAZOBAKTAM	PIPERASILINETAZOBAKTAM	0	1	24	1
kardejic	kardegic	KARDEJIK	KARDEJIK	0	1	8	1
prasaxa	pradaxa	PRASAXA	PRADAXA	1	1	7	1
approvel	aprovel	APROVEL	APROVEL	0	1	8	1
castrex	cartrex	KASTR	KARTR	1	1	7	1
cronoglicate de sodium	cromoglicate de sodium	KRONOGLIKATEDESODIUM	KROMOGLIKATEDESODIUM	1	1	22	1
moduredic	moduretic	MODUREDIK	MODURETIK	1	1	9	1
exforgfe	exforge	EXFORGF	EXFORJ	2	1	8	1
oxycondone	oxycodone	OXIKONDON	OXIKODON	1	1	10	1
lamoxyl	laroxyl	LAMOXIL	LAROXIL	1	1	7	0
doliprne	doliprane	DOLIPRN	DOLIPRAN	1	1	8	1
benseraside	benserazide	BANSERASID	BANSERAZID	1	1	11	1
citalopran	citalopram	SITALOPRAN	SITALOPRAM	1	1	10	1
dolipane	doliprane	DOLIPAN	DOLIPRAN	1	1	8	1
triactec	triatec	TRIAKTEK	TRIATEK	1	1	8	1
azilzct	azilect	AZILZKT	AZILEKT	1	1	7	1
domperodone	domperidone	DONPERODON	DONPERIDON	1	1	11	1
atrovastatine	atorvastatine	ATROVASTATIN	ATORVASTATIN	2	1	13	1
tenordale	tenordate	TENORDAL	TENORDAT	1	1	9	1
lestoretic	zestoretic	LESTORETIK	ZESTORETIK	1	0	10	1
econazol	econazole	EKONAZOL	EKONAZOL	0	1	8	1
levothtyrox	levothyrox	LEVOTIRO	LEVOTIRO	0	1	11	1
glibenclaminde	glibenclamide	GLIBANKLAMIND	GLIBANKLAMID	1	1	14	1
pritoplus	pritorplus	PRITOPLU	PRITORPLU	1	1	9	1
omeprazol	omeprazole	OMEPRAZOL	OMEPRAZOL	0	1	9	1
disoctrine	discotrine	DISOKTRIN	DISKOTRIN	2	1	10	1
tahhor	tahor	TAOR	TAOR	0	1	6	1
rouvastatine	rosuvastatine	ROUVASTATIN	ROSUVASTATIN	1	1	12	1
xygall	xyzall	XIGAL	XIZAL	1	1	6	1
allopuridol	allopurinol	ALOPURIDOL	ALOPURINOL	1	1	11	1
lanxor	lanzor	LANXOR	LANZOR	1	1	6	1
perindpril	perindopril	PERINDPRIL	PERINDOPRIL	1	1	10	1
inhovair	innovair	INOVAIR	INOVAIR	0	1	8	1
stajid	stagid	STAJI	STAJI	0	1	6	1
levohyrox	levothyrox	LEVOIRO	LEVOTIRO	1	1	9	1
ibesartan	irbesartan	IBESARTAN	IRBESARTAN	1	1	9	1
trinitriane	trinitrine	TRINITRIAN	TRINITRIN	1	1	11	1
fluidione	fluindione	FLUIDION	FLUINDION	1	1	9	1
almor	amlor	ALMOR	AMLOR	2	1	5	1
noctemide	noctamide	NOKTEMID	NOKTAMID	1	1	9	1
eletrol	ezetrol	ELETROL	EZETROL	1	1	7	1
eztimibe	ezetimibe	EZTIMIB	EZETIMIB	1	1	8	1
flucticasone	fluticasone	FLUKTIKASON	FLUTIKASON	1	1	12	1
sinvastatine	simvastatine	SINVASTATIN	SIMVASTATIN	1	1	12	1
calciul	calcium	KALSIUL	KALSIUM	1	1	7	0
dolipran	doliprane	DOLIPRAN	DOLIPRAN	0	1	8	1
acide calvulanique	acide clavulanique	ASIDEKALVULANIK	ASIDEKLAVULANIK	2	1	18	1
bioce	bisoce	BIOS	BISOS	1	1	5	1
fluxotide diskus	flixotide diskus	FLUXOTIDEDISKU	FLIXOTIDEDISKU	1	1	16	1
aripriprazole	aripiprazole	ARIPRIPRAZOL	ARIPIPRAZOL	1	1	13	1
rorex	rozex	ROR	ROZ	1	1	5	1
miscardis	micardis	MISKARDI	MIKARDI	1	1	9	1
urotec	urorec	UROTEK	UROREK	1	1	6	0
priori	priorix	PRIORI	PRIORI	0	1	6	0
symbicort thurbuhaler	symbicort turbuhaler	SINBIKORTURBUAL	SINBIKORTURBUAL	0	1	21	1
zetrol	ezetrol	ZETROL	EZETROL	1	0	6	1
defalgan	dafalgan	DEFALGAN	DAFALGAN	1	1	8	1
acid folique	acide folique	ASIDFOLIK	ASIDEFOLIK	1	1	12	1
oxoglurate d ornithine	oxoglurate d ornithine	OXOGLURATEDORNITIN	OXOGLURATEDORNITIN	0	1	22	1
meditensyl	mediatensyl	MEDITANSIL	MEDIATANSIL	1	1	10	1
kardeigc	kardegic	KARDEIGC	KARDEJIK	3	1	8	1
1 arginine	l arginine	ARJININ	LARJININ	1	0	10	0
sebirprox	sebiprox	SEBIRPRO	SEBIPRO	1	1	9	1
passiflora	passiflore	PASIFLORA	PASIFLOR	1	1	10	1
passiflor	passiflore	PASIFLOR	PASIFLOR	0	1	9	1
betamethosone	betamethasone	BETAMETOSON	BETAMETASON	1	1	13	1
versatin	versatis	VERSATIN	VERSATI	1	1	8	1
propymex	propylex	PROPIM	PROPIL	1	1	8	1
timeferol	timoferol	TIMEFEROL	TIMOFEROL	1	1	9	1
voltarene emugel	voltarene emulgel	VOLTARENEMUJEL	VOLTARENEMULJEL	1	1	16	1
actskenan	actiskenan	AKTSKENAN	AKTISKENAN	1	1	9	1
eductl	eductyl	EDUKTL	EDUKTI	1	1	6	1
alfuzozine	alfuzosine	ALFUZOZIN	ALFUZOSIN	1	1	10	1
seritide	seretide	SERITID	SERETID	1	1	8	1
sresta	seresta	SRESTA	SERESTA	1	1	6	1
dacryosreum	dacryoserum	DAKRIOSREM	DAKRIOSERUM	2	1	11	1
lamalline	lamaline	LAMALIN	LAMALIN	0	1	9	1
sesresta	seresta	SESRESTA	SERESTA	1	1	8	1
prophylex	propylex	PROFIL	PROPIL	1	1	9	1
lamalaine	lamaline	LAMALAIN	LAMALIN	1	1	9	1
lanzoprazole	lansoprazole	LANZOPRAZOL	LANSOPRAZOL	1	1	12	1
imovame	imovane	IMOVAM	IMOVAN	1	1	7	1
evpressyl	eupressyl	EVPRESIL	EPRESIL	1	1	9	1
okinus	okimus	OKINU	OKIMU	1	1	6	1
privastatine	pravastatine	PRIVASTATIN	PRAVASTATIN	1	1	12	1
parlet	pariet	PARL	PARI	1	1	6	1
fenfibrate	fenofibrate	FENFIBRAT	FENOFIBRAT	1	1	10	1
macrogel	macrogol	MAKROJEL	MAKROGOL	2	1	8	0
artorvastatine	atorvastatine	ARTORVASTATIN	ATORVASTATIN	1	1	14	1
pentaza	pentasa	PANTAZA	PANTASA	1	1	7	1
spesiafoldine	speciafoldine	SPESIAFOLDIN	SPESIAFOLDIN	0	1	13	1
itacand	atacand	ITAKAN	ATAKAN	1	0	7	1
phluroglucinol	phloroglucinol	FLUROGLUSINOL	FLOROGLUSINOL	1	1	14	1
tahior	tahor	TAIOR	TAOR	1	1	6	1
nebivolo	nebivolol	NEBIVOLO	NEBIVOLOL	1	1	8	1
versatys	versatis	VERSATI	VERSATI	0	1	8	1
metoprocol	metoprolol	METOPROKOL	METOPROLOL	1	1	10	1
adenurix	adenuric	ADENURI	ADENURIK	1	1	8	1
adenuril	adenuric	ADENURIL	ADENURIK	1	1	8	1
cordarne	cordarone	KORDARN	KORDARON	1	1	8	1
adenurie	adenuric	ADENURI	ADENURIK	1	1	8	1
cymbalata	cymbalta	SINBALATA	SINBALTA	1	1	9	1
amoxi	aloxi	AMOXI	ALOXI	1	1	5	0
sresam	stresam	SRESAM	STRESAM	1	1	6	1
irbsartan	irbesartan	IRBSARTAN	IRBESARTAN	1	1	9	1
ma ve	mauve	MAV	MOV	1	1	5	0
inoral	inorial	INORAL	INORIAL	1	1	6	0
ixforge	exforge	IXFORJ	EXFORJ	1	0	7	1
trivasta	trivastal	TRIVASTA	TRIVASTAL	1	1	8	1
previsacn	previscan	PREVISAKN	PREVISKAN	2	1	9	1
perindorpil	perindopril	PERINDORPIL	PERINDOPRIL	2	1	11	1
co aprovel	coaprovel	KOAPROVEL	KOAPROVEL	0	1	10	1
coaproxel	coaprovel	KOAPROXEL	KOAPROVEL	1	1	9	1
calecalciferol	colecalciferol	KALEKALSIFEROL	KOLEKALSIFEROL	1	1	14	1
amolr	amlor	AMOLR	AMLOR	2	1	5	1
oxyform	oxynorm	OXIFORM	OXINORM	1	1	7	0
silodix	silodyx	SILODI	SILODI	0	1	7	1
mediatansyl	mediatensyl	MEDIATANSIL	MEDIATANSIL	0	1	11	1
zolipdem	zolpidem	ZOLIPDEM	ZOLPIDEM	2	1	8	1
twinsta	twynsta	TOUINSTA	TWINSTA	2	1	7	1
flacon	flucon	FLAKON	FLUKON	1	1	6	0
candesartan hydrochlorothiazide	candesartan hydrochlorothiazide	KANDESARTANIDROKLOROTIAZID	KANDESARTANIDROKLOROTIAZID	0	1	31	1
kargegic	kardegic	KARJEJIK	KARDEJIK	1	1	8	1
dacudose s	dacudoses	DAKUDOS	DAKUDOS	0	1	10	1
spasfonn lyoc	spasfon lyoc	SPASFONLIOK	SPASFONLIOK	0	1	13	1
befizol	befizal	BEFIZOL	BEFIZAL	1	1	7	0
seoplex	seroplex	SEOPL	SEROPL	1	1	7	1
surmentil	surmontil	SURMANTI	SURMONTI	1	1	9	1
movorapid	novorapid	MOVORAPI	NOVORAPI	1	0	9	1
alteis duo	alteisduo	ALTEISDUO	ALTEISDUO	0	1	10	1
aridra	apidra	ARIDRA	APIDRA	1	1	6	1
choleclciferol	cholecalciferol	KOLEKLSIFEROL	KOLEKALSIFEROL	1	1	14	1
parecetamol	paracetamol	PARESETAMOL	PARASETAMOL	1	1	11	1
minaserine	mianserine	MINASERIN	MIANSERIN	2	1	10	1
mini sintrom	minisintrom	MINISINTROM	MINISINTROM	0	1	12	1
levothyrx	levothyrox	LEVOTIR	LEVOTIRO	1	1	9	1
venlafaxin	venlafaxine	VENLAFAXIN	VENLAFAXIN	0	1	10	1
bicarbonnate de sodium	bicarbonate de sodium	BIKARBONATEDESODIUM	BIKARBONATEDESODIUM	0	1	22	1
calcit	cacit	KALSI	KASI	1	1	6	0
srtuctoflex	structoflex	SRTUKTOFL	STRUKTOFL	2	1	11	1
methotrexat	methotrexate	METOTREXA	METOTREXAT	1	1	11	1
efferalgant	efferalgan	EFERALGAN	EFERALGAN	0	1	11	1
ecitalopram	escitalopram	ESITALOPRAM	ESITALOPRAM	0	1	11	1
aldactasine	aldactazine	ALDAKTASIN	ALDAKTAZIN	1	1	11	1
termerit	temerit	TERMERI	TEMERI	1	1	8	1
forsavance	fosavance	FORSAVANS	FOSAVANS	1	1	10	1
escitalorram	escitalopram	ESITALORAM	ESITALOPRAM	1	1	12	1
dafagan	dafalgan	DAFAGAN	DAFALGAN	1	1	7	1
cacitd	cacit	KASI	KASI	0	1	6	1
losartan hydrochlorothiazide	losartan hydrochlorothiazide	LOSARTANIDROKLOROTIAZID	LOSARTANIDROKLOROTIAZID	0	1	28	1
predinsone	prednisone	PREDINSON	PREDNISON	2	1	10	1
hdroxycarbamide	hydroxycarbamide	DROXIKARBAMID	IDROXIKARBAMID	1	1	15	1
tamadol	tramadol	TAMADOL	TRAMADOL	1	1	7	1
gingko	ginkgo	JINGKO	JINKGO	2	1	6	1
androcure	androcur	ANDROKUR	ANDROKUR	0	1	9	1
aprazolam	alprazolam	APRAZOLAM	ALPRAZOLAM	1	1	9	1
kepra	keppra	KEPRA	KEPRA	0	1	5	1
lacryfluid	lacrifluid	LAKRIFLUI	LAKRIFLUI	0	1	10	1
valsaratan	valsartan	VALSARATAN	VALSARTAN	1	1	10	1
ditroptan	ditropan	DITROPTAN	DITROPAN	1	1	9	1
cromadose	cromadoses	KROMADOS	KROMADOS	0	1	9	1
primperajn	primperan	PRINPERAJN	PRINPERAN	1	1	10	1
coareg	cotareg	KOAREG	KOTAREG	1	1	6	1
coradarone	cordarone	KORADARON	KORDARON	1	1	10	1
amtriptyline	amitriptyline	AMTRIPTILIN	AMITRIPTILIN	1	1	12	1
prodaxa	pradaxa	PRODAXA	PRADAXA	1	1	7	1
rabeprozole	rabeprazole	RABEPROZOL	RABEPRAZOL	1	1	11	1
paraceramol	paracetamol	PARASERAMOL	PARASETAMOL	1	1	11	1
cacid	cacit	KASI	KASI	0	1	5	0
alopurinol	allopurinol	ALOPURINOL	ALOPURINOL	0	1	10	1
kepprac	keppra	KEPRAK	KEPRA	1	1	7	1
stressam	stresam	STRESAM	STRESAM	0	1	8	1
voltaren	voltarene	VOLTARAN	VOLTARAN	0	1	8	1
netispray	natispray	NETISPRAI	NATISPRAI	1	1	9	1
ultra levure	ultra levure	ULTRALEVUR	ULTRALEVUR	0	1	12	1
seliprolol	celiprolol	SELIPROLOL	SELIPROLOL	0	0	10	1
irbesartan hydrochlorothiazide	irbesartan hydrochlorothiazide	IRBESARTANIDROKLOROTIAZID	IRBESARTANIDROKLOROTIAZID	0	1	30	1
talidomide	thalidomide	TALIDOMID	TALIDOMID	0	1	10	1
spironolacton	spironolactone	SPIRONOLAKTON	SPIRONOLAKTON	0	1	13	1
letrazole	letrozole	LETRAZOL	LETROZOL	1	1	9	1
aldonet	aldomet	ALDON	ALDOM	1	1	7	1
vlasartan	valsartan	VLASARTAN	VALSARTAN	2	1	9	1
uverdose	uvedose	UVERDOS	UVEDOS	1	1	8	1
rsikali	resikali	RSIKALI	RESIKALI	1	1	7	1
endothelon	endotelon	ANDOTELON	ANDOTELON	0	1	10	1
micardiplus	micardisplus	MIKARDIPLU	MIKARDISPLU	1	1	11	1
trimebuitine	trimebutine	TRIMEBUITIN	TRIMEBUTIN	1	1	12	1
josie	josir	JOSI	JOSIR	1	1	5	0
zolaam	xolaam	ZOLAM	XOLAM	1	0	6	1
proceralan	procoralan	PROSERALAN	PROKORALAN	2	1	10	1
ltanoprost	latanoprost	LTANOPROS	LATANOPROS	1	1	10	1
difu k	diffu k	DIFUK	DIFUK	0	1	6	1
uroreg	urorec	UROREG	UROREK	1	1	6	1
urorek	urorec	UROREK	UROREK	0	1	6	1
adebnuric	adenuric	ADEBNURIK	ADENURIK	1	1	9	1
orocald	orocal	OROKAL	OROKAL	0	1	7	1
glycerol vaseline paraffine	glycerol vaseline paraffine	GLISEROLVASELINEPARAFIN	GLISEROLVASELINEPARAFIN	0	1	27	1
tenofibrate	fenofibrate	TENOFIBRAT	FENOFIBRAT	1	0	11	1
hydroxzine	hydroxyzine	IDROXZIN	IDROXIZIN	1	1	10	1
eztrol	ezetrol	EZTROL	EZETROL	1	1	6	1
sotalax	sotalex	SOTALA	SOTAL	1	1	7	1
propranonlol	propranolol	PROPRANONLOL	PROPRANOLOL	1	1	12	1
kardegtic	kardegic	KARDETIK	KARDEJIK	1	1	9	1
dihydan	di hydan	DIDAN	DIDAN	0	1	7	1
ixrim	ixprim	IXRIM	IXPRIM	1	1	5	1
lintrom	sintrom	LINTROM	SINTROM	1	0	7	1
lamical	lamictal	LAMIKAL	LAMIKTAL	1	1	7	1
lansosyl framboise	lansoyl framboise	LANSOSILFRANBOIS	LANSOILFRANBOIS	1	1	18	1
perendopril	perindopril	PERANDOPRIL	PERINDOPRIL	1	1	11	1
dacudose	dacudoses	DAKUDOS	DAKUDOS	0	1	8	1
leothyrox	levothyrox	LEOTIRO	LEVOTIRO	1	1	9	1
meteospamyl	meteospasmyl	METEOSPAMIL	METEOSPASMIL	1	1	11	1
pantopranzole	pantoprazole	PANTOPRANZOL	PANTOPRAZOL	1	1	13	1
fluxotide	flixotide	FLUXOTID	FLIXOTID	1	1	9	1
tansulosine	tamsulosine	TANSULOSIN	TAMSULOSIN	1	1	11	1
amiodaronne	amiodarone	AMIODARON	AMIODARON	0	1	11	1
stresan	stresam	STRESAN	STRESAM	1	1	7	1
abilifay	abilify	ABILIFAI	ABILIFI	1	1	8	1
tardyferonb 9	tardyferon b9	TARDIFERONB	TARDIFERONB	0	1	13	1
zopivlone	zopiclone	ZOPIVLON	ZOPIKLON	1	1	9	1
oxynorm oro	oxynormoro	OXINORMORO	OXINORMORO	0	1	11	1
perindopril arginine amlodipine	perindopril arginine amlodipine	PERINDOPRILARJININEAMLODIPIN	PERINDOPRILARJININEAMLODIPIN	0	1	31	1
